,speaker,background,speech,type,gender,debate,day,order,PERSON,ORG,GPE,NORP,LAW,LOC,polarity_sentiment
224,Julian Castro,,"And here's why it's important. We see all of this horrendous family separation. They use that law, Section 1325, to justify under the law separating little children from their families.",Candidate,male,1,1,225,,,,,Section 1325;,,0.10625000000000001
227,Julian Castro,,And so I want to challenge every single candidate on this stage to support the repeal of Section 1325.,Candidate,male,1,1,228,,,,,Section 1325;,,-0.07142857142857142
230,Cory Booker,,"As my friend here said, I agree with him on that issue, but folks should understand that the separation of children from families doesn't just go on at our border. It happens in our communities, as ICE are ripping away parents from their American children, spouses and the like, and are creating fear in cities all across this country where parents are afraid to even drop their kids off to school or go to work. We must end those policies, as well.",Candidate,male,1,1,231,,,,American;,,,-0.3
232,Bill de Blasio,,We have to change the discussion about in this country...,Candidate,male,1,1,233,,,,,,,0.0
234,Bill de Blasio,,"... because look at the bottom line here. Those tragic -- that tragic photo of those -- that parent, that child -- and I'm saying this as a father. Every American should feel that in their heart, every American should say that is not America, those are not our values.",Candidate,male,1,1,235,,,America;,American;American;,,,-0.375
235,Bill de Blasio,,"But we have to get under the skin of why we have this crisis in our system, because we're not being honest about the division that's been fomented in this country. The way that American citizens have been told that immigrants somehow created their misery and their pain and their challenges, for all the American citizens out there who feel you're falling behind or feel the American dream is not working for you, the immigrants didn't do that to you.",Candidate,male,1,1,236,,,,American;American;American;,,,0.039999999999999994
237,Bill de Blasio,,"The big corporations did that to you. The 1 percent did that to you. We need to be the party of working people, and that includes a party of immigrants. But first we have to tell working people in America who are hurting that we're going to be on their side every single time against those big corporations who created this mess to begin with. And remind people we're all in this together.",Candidate,male,1,1,238,,,America;,,,,0.0007142857142857173
238,Bill de Blasio,,"If we don't change that debate, that politics that's holding us back, we won't get all these reforms people are talking about. That's what we need to do as Democrats.",Candidate,male,1,1,239,,,,Democrats;,,,0.0
240,Beto O'Rourke,,"(SPEAKING IN SPANISH) We would not turn back Valeria and her father, Oscar. We would accept them into this country and follow our own asylum laws. We would not build walls. We would not put kids in cages. In fact, we would spare no expense to reunite the families that have been separated already...",Candidate,male,1,1,241,Oscar;Valeria;,,,SPANISH;,,,0.19999999999999998
242,Beto O'Rourke,,... and we would not criminally prosecute any family who is fleeing violence and persecution...,Candidate,male,1,1,243,,,,,,,0.2
244,Julian Castro,,... repeal of Section 1325.,Candidate,male,1,1,245,,,,,Section 1325;,,0.0
245,Beto O'Rourke,,We would make sure...,Candidate,male,1,1,246,,,,,,,0.5
249,Beto O'Rourke,,"We would not detain any family fleeing violence, in fact, fleeing the deadliest countries on the face of the planet today. We would implement a family case management program so they could be cared for in the community at a fraction of the cost. And then we would rewrite our immigration laws in our own image, free Dreamers forever from any fear of deportation by making them U.S. citizens here in this country, invest in solutions in Central America, work with regional stakeholders so there's no reason to make that 2,000 mile journey to this country.",Candidate,male,1,1,250,,,U.S.;,,,Central America;,0.3333333333333333
253,Julian Castro,,Let's be very clear. The reason that they're separating these little children from their families is that they're using Section 1325 of that act which criminalizes coming across the border to incarcerate the parents and then separate them.,Candidate,male,1,1,254,,,,,Section 1325;,,-0.028749999999999984
254,Julian Castro,,"Some of us on this stage have called to end that section, to terminate it. Some, like Congressman O'Rourke, have not. And I want to challenge all of the candidate to do that.",Candidate,male,1,1,255,O'Rourke;,,,,,,0.0
257,Julian Castro,,"I just think it's a mistake, Beto. I think it's a mistake. And I think that -- that if you truly want to change the system, that we've got to repeal that section. If not...",Candidate,male,1,1,258,Beto;,,,,,,0.0
260,Julian Castro,,... then it might as well be the same policy.,Candidate,male,1,1,261,,,,,,,0.0
261,Beto O'Rourke,,"Let me respond to this very briefly. As a member of a Congress, I helped to introduce legislation that would ensure that we don't criminalize those who are seeking asylum and refuge in this country.",Candidate,male,1,1,262,,Congress;,,,,,0.0
262,Julian Castro,,I'm not talking about -- I'm not talking about the ones that are seeking asylum.,Candidate,male,1,1,263,,,,,,,0.0
263,Beto O'Rourke,,"If you're fleeing -- if you're fleeing desperation, then I want to make sure...",Candidate,male,1,1,264,,,,,,,0.5
264,Julian Castro,,I'm talking about -- I'm talking about everybody else.,Candidate,male,1,1,265,,,,,,,0.0
265,Beto O'Rourke,,... I want to make sure you are treated with respect.,Candidate,male,1,1,266,,,,,,,0.5
266,Julian Castro,,I'm still talking about everybody else.,Candidate,male,1,1,267,,,,,,,0.0
267,Beto O'Rourke,,But you're looking at just one small part of this. I'm talking about a comprehensive rewrite of our immigration laws.,Candidate,male,1,1,268,,,,,,,-0.25
268,Julian Castro,,That's not true.,Candidate,male,1,1,269,,,,,,,-0.175
270,Beto O'Rourke,,"And if you do that, I don't think it's asking too much for people to follow our laws when they come to this country.",Candidate,male,1,1,271,,,,,,,0.2
271,Julian Castro,,"That's actually not true. I'm talking about millions of folks -- a lot of folks that are coming are not seeking asylum. A lot of them are undocumented immigrants, right? And you said recently that the reason you didn't want to repeal Section 1325 was because you were concerned about human trafficking and drug trafficking.",Candidate,male,1,1,272,,,,,Section 1325;,,0.027678571428571427
272,Julian Castro,,"But let me tell you what: Section 18, title 18 of the U.S. code, title 21 and title 22, already cover human trafficking.",Candidate,male,1,1,273,,,U.S.;,,title 22;title 21;Section 18;,,0.0
274,Julian Castro,,"I think that you should do your homework on this issue. If you did your homework on this issue, you would know that we should repeal this section.",Candidate,male,1,1,275,,,,,,,0.0
277,John Delaney,,Can we talk about the conditions about why people are coming here?,Candidate,male,1,1,278,,,,,,,0.0
